payment_id,merchant_id,customer_id,amount,currency,payment_method,failure_reason,payment_status,attempt_number,previous_success_rate,time_since_failure_minutes,is_subscription,recovery_eligible,recovery_action,recovery_success,recovered_amount
pay_0407,merch_102,cust_1053,999,INR,card,bank_declined,FAILED,1,0.21,112,1,1,SEND_REMINDER,1,999.0
pay_0408,merch_103,cust_1098,199,INR,upi,timeout,FAILED,1,0.72,4,1,1,RETRY_PAYMENT,1,199.0
pay_0409,merch_104,cust_1048,199,INR,upi,limit_exceeded,FAILED,3,0.31,178,1,0,STOP,0,0.0
pay_0410,merch_102,cust_1033,499,INR,wallet,timeout,FAILED,2,0.36,17,0,1,RETRY_PAYMENT,1,499.0
pay_0411,merch_102,cust_1116,25000,INR,netbanking,bank_declined,FAILED,3,0.95,88,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0412,merch_101,cust_1042,9999,INR,upi,insufficient_funds,FAILED,1,0.72,34,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0413,merch_104,cust_1129,999,INR,upi,authentication_failure,FAILED,3,0.65,10,1,0,STOP,0,0.0
pay_0414,merch_105,cust_1065,25000,INR,upi,timeout,FAILED,1,0.66,168,0,1,RETRY_PAYMENT,1,25000.0
pay_0415,merch_100,cust_1106,15000,INR,wallet,temporary_network_error,FAILED,2,0.31,180,0,1,RETRY_PAYMENT,1,15000.0
pay_0416,merch_105,cust_1161,199,INR,netbanking,bank_declined,FAILED,3,0.19,134,1,0,STOP,0,0.0
pay_0417,merch_104,cust_1155,999,INR,wallet,temporary_network_error,FAILED,2,0.71,31,1,1,RETRY_PAYMENT,1,999.0
pay_0418,merch_100,cust_1127,1499,INR,card,authentication_failure,FAILED,2,0.93,92,1,1,SEND_REMINDER,1,1499.0
pay_0419,merch_100,cust_1140,15000,INR,card,limit_exceeded,FAILED,2,0.38,1,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0420,merch_100,cust_1146,15000,INR,card,temporary_network_error,FAILED,2,0.16,26,1,1,RETRY_PAYMENT,1,15000.0
pay_0421,merch_103,cust_1075,2999,INR,wallet,temporary_network_error,FAILED,1,0.79,11,1,1,RETRY_PAYMENT,1,2999.0
pay_0422,merch_105,cust_1080,9999,INR,upi,temporary_network_error,FAILED,1,0.11,36,0,1,RETRY_PAYMENT,1,9999.0
pay_0423,merch_103,cust_1159,2999,INR,upi,authentication_failure,FAILED,1,0.26,103,1,1,SEND_REMINDER,0,0.0
pay_0424,merch_102,cust_1098,15000,INR,wallet,limit_exceeded,FAILED,1,0.2,179,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0425,merch_101,cust_1026,9999,INR,wallet,timeout,FAILED,3,0.47,157,1,1,RETRY_PAYMENT,0,0.0
pay_0426,merch_104,cust_1007,999,INR,wallet,bank_declined,FAILED,1,0.85,113,0,1,SEND_REMINDER,1,999.0
pay_0427,merch_105,cust_1080,199,INR,card,limit_exceeded,FAILED,1,0.54,177,0,1,SEND_REMINDER,0,0.0
pay_0428,merch_105,cust_1063,15000,INR,netbanking,limit_exceeded,FAILED,3,0.65,39,0,0,STOP,0,0.0
pay_0429,merch_100,cust_1164,999,INR,wallet,bank_declined,FAILED,1,0.16,126,1,1,SEND_REMINDER,1,999.0
pay_0430,merch_102,cust_1012,25000,INR,card,timeout,FAILED,3,0.42,61,0,1,RETRY_PAYMENT,1,25000.0
pay_0431,merch_104,cust_1114,499,INR,wallet,bank_declined,FAILED,1,0.2,128,0,1,SEND_REMINDER,1,499.0
pay_0432,merch_103,cust_1009,25000,INR,upi,temporary_network_error,FAILED,2,0.92,164,1,1,RETRY_PAYMENT,1,25000.0
pay_0433,merch_104,cust_1052,15000,INR,netbanking,authentication_failure,FAILED,1,0.79,117,1,1,SEND_PAYMENT_LINK,1,15000.0
pay_0434,merch_104,cust_1153,15000,INR,netbanking,limit_exceeded,FAILED,2,0.2,169,0,1,SEND_PAYMENT_LINK,1,15000.0
pay_0435,merch_102,cust_1162,2999,INR,netbanking,limit_exceeded,FAILED,1,0.14,43,1,1,SEND_REMINDER,1,2999.0
pay_0436,merch_105,cust_1190,9999,INR,upi,authentication_failure,FAILED,2,0.27,31,1,1,SEND_PAYMENT_LINK,1,9999.0
pay_0437,merch_101,cust_1183,4999,INR,upi,bank_declined,FAILED,1,0.89,173,0,1,SEND_REMINDER,0,0.0
pay_0438,merch_103,cust_1117,25000,INR,card,bank_declined,FAILED,1,0.55,13,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0439,merch_103,cust_1130,999,INR,card,limit_exceeded,FAILED,1,0.19,169,1,1,SEND_REMINDER,0,0.0
pay_0440,merch_103,cust_1107,1499,INR,netbanking,bank_declined,FAILED,1,0.92,116,0,1,SEND_REMINDER,1,1499.0
pay_0441,merch_104,cust_1179,25000,INR,netbanking,limit_exceeded,FAILED,2,0.83,142,0,1,SEND_PAYMENT_LINK,1,25000.0
pay_0442,merch_104,cust_1182,2999,INR,netbanking,limit_exceeded,FAILED,1,0.93,167,0,1,SEND_REMINDER,0,0.0
pay_0443,merch_105,cust_1163,4999,INR,upi,authentication_failure,FAILED,2,0.51,147,1,1,SEND_REMINDER,0,0.0
pay_0444,merch_104,cust_1073,9999,INR,upi,timeout,FAILED,1,0.12,38,0,1,RETRY_PAYMENT,1,9999.0
pay_0445,merch_101,cust_1068,999,INR,netbanking,limit_exceeded,FAILED,1,0.22,16,1,1,SEND_REMINDER,1,999.0
pay_0446,merch_104,cust_1008,4999,INR,wallet,temporary_network_error,FAILED,2,0.84,144,0,1,RETRY_PAYMENT,1,4999.0
pay_0447,merch_104,cust_1099,1499,INR,netbanking,limit_exceeded,FAILED,3,0.14,98,1,0,STOP,0,0.0
pay_0448,merch_103,cust_1175,4999,INR,upi,temporary_network_error,FAILED,3,0.31,159,1,1,RETRY_PAYMENT,0,0.0
pay_0449,merch_105,cust_1180,4999,INR,card,limit_exceeded,FAILED,1,0.35,46,0,1,SEND_REMINDER,1,4999.0
pay_0450,merch_101,cust_1188,25000,INR,upi,bank_declined,FAILED,1,0.46,143,1,1,SEND_PAYMENT_LINK,1,25000.0
pay_0451,merch_104,cust_1065,199,INR,netbanking,bank_declined,FAILED,3,0.9,11,0,1,SEND_REMINDER,0,0.0
pay_0452,merch_104,cust_1013,2999,INR,wallet,timeout,FAILED,2,0.4,82,0,1,RETRY_PAYMENT,0,0.0
pay_0453,merch_104,cust_1017,25000,INR,card,bank_declined,FAILED,2,0.56,24,1,1,SEND_PAYMENT_LINK,1,25000.0
pay_0454,merch_101,cust_1169,4999,INR,netbanking,authentication_failure,FAILED,1,0.29,159,1,1,SEND_REMINDER,0,0.0
pay_0455,merch_105,cust_1002,499,INR,netbanking,bank_declined,FAILED,1,0.87,158,0,1,SEND_REMINDER,0,0.0
pay_0456,merch_105,cust_1082,9999,INR,upi,bank_declined,FAILED,1,0.56,73,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0457,merch_102,cust_1131,25000,INR,wallet,bank_declined,FAILED,1,0.35,167,0,1,SEND_PAYMENT_LINK,1,25000.0
pay_0458,merch_100,cust_1024,999,INR,upi,limit_exceeded,FAILED,1,0.28,162,0,1,SEND_REMINDER,0,0.0
pay_0459,merch_103,cust_1026,1499,INR,wallet,limit_exceeded,FAILED,1,0.73,40,0,1,SEND_REMINDER,0,0.0
pay_0460,merch_102,cust_1009,499,INR,upi,temporary_network_error,FAILED,1,0.78,143,0,1,RETRY_PAYMENT,1,499.0
pay_0461,merch_101,cust_1066,9999,INR,wallet,bank_declined,FAILED,3,0.44,81,0,0,STOP,0,0.0
pay_0462,merch_103,cust_1172,499,INR,upi,limit_exceeded,FAILED,3,0.63,150,0,0,STOP,0,0.0
pay_0463,merch_105,cust_1018,4999,INR,upi,authentication_failure,FAILED,3,0.36,23,1,0,STOP,0,0.0
pay_0464,merch_103,cust_1097,9999,INR,upi,bank_declined,FAILED,1,0.55,35,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0465,merch_104,cust_1075,999,INR,netbanking,limit_exceeded,FAILED,3,0.65,3,0,0,STOP,0,0.0
pay_0466,merch_100,cust_1010,199,INR,wallet,timeout,FAILED,2,0.9,79,0,1,RETRY_PAYMENT,1,199.0
pay_0467,merch_105,cust_1088,1499,INR,wallet,limit_exceeded,FAILED,2,0.22,48,0,1,SEND_REMINDER,0,0.0
pay_0468,merch_102,cust_1049,499,INR,card,limit_exceeded,FAILED,2,0.82,141,1,1,SEND_REMINDER,0,0.0
pay_0469,merch_100,cust_1074,499,INR,netbanking,temporary_network_error,FAILED,1,0.72,125,1,1,RETRY_PAYMENT,1,499.0
pay_0470,merch_105,cust_1167,1499,INR,upi,authentication_failure,FAILED,2,0.16,50,1,1,SEND_REMINDER,1,1499.0
pay_0471,merch_102,cust_1157,2999,INR,card,timeout,FAILED,2,0.41,81,1,1,RETRY_PAYMENT,1,2999.0
pay_0472,merch_102,cust_1063,1499,INR,wallet,authentication_failure,FAILED,1,0.21,85,1,1,SEND_REMINDER,1,1499.0
pay_0473,merch_102,cust_1198,2999,INR,wallet,timeout,FAILED,1,0.25,156,0,1,RETRY_PAYMENT,0,0.0
pay_0474,merch_101,cust_1137,1499,INR,netbanking,limit_exceeded,FAILED,3,0.16,20,0,0,STOP,0,0.0
pay_0475,merch_104,cust_1161,199,INR,wallet,timeout,FAILED,1,0.87,142,1,1,RETRY_PAYMENT,1,199.0
pay_0476,merch_104,cust_1120,999,INR,netbanking,bank_declined,FAILED,1,0.86,151,1,1,SEND_REMINDER,1,999.0
pay_0477,merch_104,cust_1130,499,INR,wallet,authentication_failure,FAILED,2,0.11,62,0,1,SEND_REMINDER,0,0.0
pay_0478,merch_101,cust_1114,999,INR,card,timeout,FAILED,2,0.66,38,1,1,RETRY_PAYMENT,0,0.0
pay_0479,merch_100,cust_1056,15000,INR,card,temporary_network_error,FAILED,1,0.41,11,0,1,RETRY_PAYMENT,1,15000.0
pay_0480,merch_102,cust_1099,15000,INR,wallet,temporary_network_error,FAILED,1,0.93,83,0,1,RETRY_PAYMENT,1,15000.0
pay_0481,merch_104,cust_1162,2999,INR,netbanking,timeout,FAILED,2,0.58,97,1,1,RETRY_PAYMENT,1,2999.0
pay_0482,merch_105,cust_1019,25000,INR,netbanking,bank_declined,FAILED,1,0.54,91,1,1,SEND_PAYMENT_LINK,1,25000.0
pay_0483,merch_103,cust_1154,199,INR,card,bank_declined,FAILED,1,0.3,132,1,1,SEND_REMINDER,1,199.0
pay_0484,merch_101,cust_1040,4999,INR,upi,limit_exceeded,FAILED,1,0.45,85,0,1,SEND_REMINDER,0,0.0
pay_0485,merch_103,cust_1122,1499,INR,card,limit_exceeded,FAILED,2,0.12,12,0,1,SEND_REMINDER,0,0.0
pay_0486,merch_101,cust_1034,25000,INR,upi,timeout,FAILED,1,0.15,67,0,1,RETRY_PAYMENT,1,25000.0
pay_0487,merch_103,cust_1153,199,INR,netbanking,temporary_network_error,FAILED,1,0.48,121,1,1,RETRY_PAYMENT,1,199.0
pay_0488,merch_103,cust_1153,999,INR,card,timeout,FAILED,3,0.53,43,1,1,RETRY_PAYMENT,0,0.0
pay_0489,merch_104,cust_1151,499,INR,card,bank_declined,FAILED,2,0.21,5,0,1,SEND_REMINDER,0,0.0
pay_0490,merch_104,cust_1175,9999,INR,card,timeout,FAILED,1,0.25,158,0,1,RETRY_PAYMENT,0,0.0
pay_0491,merch_104,cust_1128,499,INR,upi,bank_declined,FAILED,3,0.21,155,0,0,STOP,0,0.0
pay_0492,merch_105,cust_1166,9999,INR,wallet,authentication_failure,FAILED,1,0.69,110,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0493,merch_103,cust_1196,9999,INR,netbanking,timeout,FAILED,3,0.87,179,0,1,RETRY_PAYMENT,1,9999.0
pay_0494,merch_102,cust_1122,1499,INR,upi,authentication_failure,FAILED,2,0.85,105,1,1,SEND_REMINDER,1,1499.0
pay_0495,merch_105,cust_1190,199,INR,upi,timeout,FAILED,1,0.42,53,1,1,RETRY_PAYMENT,1,199.0
pay_0496,merch_100,cust_1039,9999,INR,netbanking,authentication_failure,FAILED,2,0.46,94,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0497,merch_103,cust_1193,1499,INR,wallet,timeout,FAILED,2,0.51,95,1,1,RETRY_PAYMENT,1,1499.0
pay_0498,merch_102,cust_1147,4999,INR,wallet,limit_exceeded,FAILED,1,0.83,169,0,1,SEND_REMINDER,0,0.0
pay_0499,merch_103,cust_1200,999,INR,upi,insufficient_funds,FAILED,2,0.44,87,0,1,SEND_PAYMENT_LINK,1,999.0
pay_0500,merch_105,cust_1001,499,INR,card,bank_declined,FAILED,2,0.47,17,1,1,SEND_REMINDER,1,499.0
pay_0501,merch_100,cust_1155,199,INR,wallet,bank_declined,FAILED,2,0.66,74,0,1,SEND_REMINDER,0,0.0
pay_0502,merch_101,cust_1163,15000,INR,wallet,temporary_network_error,FAILED,1,0.82,133,1,1,RETRY_PAYMENT,1,15000.0
pay_0503,merch_104,cust_1130,25000,INR,card,timeout,FAILED,1,0.67,93,0,1,RETRY_PAYMENT,1,25000.0
pay_0504,merch_101,cust_1022,2999,INR,wallet,authentication_failure,FAILED,3,0.44,151,0,0,STOP,0,0.0
pay_0505,merch_104,cust_1003,499,INR,upi,timeout,FAILED,1,0.72,144,1,1,RETRY_PAYMENT,1,499.0
pay_0506,merch_102,cust_1057,1499,INR,wallet,bank_declined,FAILED,2,0.1,45,1,1,SEND_REMINDER,0,0.0
pay_0507,merch_104,cust_1018,25000,INR,netbanking,authentication_failure,FAILED,1,0.78,66,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0508,merch_103,cust_1144,15000,INR,card,authentication_failure,FAILED,2,0.68,151,0,1,SEND_PAYMENT_LINK,1,15000.0
pay_0509,merch_102,cust_1017,9999,INR,card,limit_exceeded,FAILED,3,0.3,81,1,0,STOP,0,0.0
pay_0510,merch_102,cust_1132,25000,INR,upi,limit_exceeded,FAILED,1,0.31,24,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0511,merch_102,cust_1019,25000,INR,card,bank_declined,FAILED,1,0.4,147,1,1,SEND_PAYMENT_LINK,1,25000.0
pay_0512,merch_105,cust_1174,1499,INR,wallet,limit_exceeded,FAILED,1,0.3,62,1,1,SEND_REMINDER,1,1499.0
pay_0513,merch_101,cust_1063,4999,INR,card,temporary_network_error,FAILED,1,0.88,174,1,1,RETRY_PAYMENT,1,4999.0
pay_0514,merch_104,cust_1010,15000,INR,netbanking,timeout,FAILED,1,0.52,148,1,1,RETRY_PAYMENT,1,15000.0
pay_0515,merch_104,cust_1071,9999,INR,card,timeout,FAILED,1,0.15,109,1,1,RETRY_PAYMENT,0,0.0
pay_0516,merch_100,cust_1128,4999,INR,wallet,limit_exceeded,FAILED,1,0.49,31,1,1,SEND_REMINDER,0,0.0
pay_0517,merch_100,cust_1003,1499,INR,wallet,timeout,FAILED,1,0.38,157,1,1,RETRY_PAYMENT,1,1499.0
pay_0518,merch_102,cust_1060,2999,INR,wallet,timeout,FAILED,1,0.41,128,1,1,RETRY_PAYMENT,1,2999.0
pay_0519,merch_105,cust_1192,4999,INR,netbanking,bank_declined,FAILED,1,0.48,147,0,1,SEND_REMINDER,0,0.0
pay_0520,merch_105,cust_1058,499,INR,netbanking,insufficient_funds,FAILED,2,0.47,98,0,1,SEND_PAYMENT_LINK,1,499.0
pay_0521,merch_105,cust_1038,15000,INR,upi,insufficient_funds,FAILED,2,0.52,162,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0522,merch_102,cust_1064,25000,INR,upi,bank_declined,FAILED,1,0.69,16,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0523,merch_103,cust_1161,499,INR,wallet,limit_exceeded,FAILED,1,0.32,93,1,1,SEND_REMINDER,0,0.0
pay_0524,merch_103,cust_1031,4999,INR,card,timeout,FAILED,2,0.65,138,0,1,RETRY_PAYMENT,0,0.0
pay_0525,merch_102,cust_1090,4999,INR,wallet,limit_exceeded,FAILED,2,0.86,98,1,1,SEND_REMINDER,0,0.0
pay_0526,merch_101,cust_1042,4999,INR,wallet,limit_exceeded,FAILED,2,0.59,19,0,1,SEND_REMINDER,1,4999.0
pay_0527,merch_101,cust_1080,4999,INR,netbanking,limit_exceeded,FAILED,1,0.61,102,1,1,SEND_REMINDER,0,0.0
pay_0528,merch_102,cust_1191,25000,INR,wallet,bank_declined,FAILED,1,0.26,6,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0529,merch_105,cust_1064,499,INR,card,insufficient_funds,FAILED,2,0.19,17,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0530,merch_100,cust_1197,9999,INR,upi,temporary_network_error,FAILED,1,0.63,22,1,1,RETRY_PAYMENT,1,9999.0
pay_0531,merch_101,cust_1188,2999,INR,wallet,limit_exceeded,FAILED,1,0.21,44,0,1,SEND_REMINDER,1,2999.0
pay_0532,merch_102,cust_1083,15000,INR,wallet,timeout,FAILED,1,0.57,35,0,1,RETRY_PAYMENT,1,15000.0
pay_0533,merch_103,cust_1161,9999,INR,netbanking,authentication_failure,FAILED,2,0.56,23,1,1,SEND_PAYMENT_LINK,1,9999.0
pay_0534,merch_103,cust_1066,999,INR,netbanking,temporary_network_error,FAILED,1,0.54,35,1,1,RETRY_PAYMENT,1,999.0
pay_0535,merch_104,cust_1002,15000,INR,wallet,authentication_failure,FAILED,1,0.75,75,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0536,merch_104,cust_1095,1499,INR,wallet,timeout,FAILED,2,0.44,42,1,1,RETRY_PAYMENT,0,0.0
pay_0537,merch_101,cust_1067,499,INR,wallet,limit_exceeded,FAILED,1,0.54,157,1,1,SEND_REMINDER,1,499.0
pay_0538,merch_105,cust_1136,2999,INR,wallet,insufficient_funds,FAILED,1,0.26,75,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0539,merch_104,cust_1115,2999,INR,wallet,insufficient_funds,FAILED,1,0.12,13,0,1,SEND_PAYMENT_LINK,1,2999.0
pay_0540,merch_100,cust_1072,2999,INR,card,limit_exceeded,FAILED,2,0.72,60,0,1,SEND_REMINDER,1,2999.0
pay_0541,merch_103,cust_1055,4999,INR,wallet,authentication_failure,FAILED,2,0.95,119,0,1,SEND_REMINDER,1,4999.0
pay_0542,merch_101,cust_1014,2999,INR,wallet,temporary_network_error,FAILED,2,0.5,50,1,1,RETRY_PAYMENT,0,0.0
pay_0543,merch_100,cust_1031,1499,INR,wallet,bank_declined,FAILED,1,0.73,9,0,1,SEND_REMINDER,1,1499.0
pay_0544,merch_100,cust_1133,1499,INR,wallet,bank_declined,FAILED,3,0.92,83,0,1,SEND_REMINDER,0,0.0
pay_0545,merch_100,cust_1190,25000,INR,upi,authentication_failure,FAILED,2,0.64,51,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0546,merch_105,cust_1055,499,INR,card,limit_exceeded,FAILED,2,0.38,43,1,1,SEND_REMINDER,0,0.0
pay_0547,merch_103,cust_1062,199,INR,upi,timeout,FAILED,3,0.5,153,0,1,RETRY_PAYMENT,1,199.0
pay_0548,merch_100,cust_1063,999,INR,wallet,temporary_network_error,FAILED,3,0.63,161,0,1,RETRY_PAYMENT,1,999.0
pay_0549,merch_105,cust_1039,25000,INR,upi,insufficient_funds,FAILED,2,0.3,143,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0550,merch_103,cust_1187,1499,INR,upi,limit_exceeded,FAILED,2,0.4,35,1,1,SEND_REMINDER,0,0.0
pay_0551,merch_103,cust_1180,15000,INR,netbanking,timeout,FAILED,3,0.52,146,0,1,RETRY_PAYMENT,0,0.0
pay_0552,merch_102,cust_1187,15000,INR,netbanking,timeout,FAILED,2,0.24,136,0,1,RETRY_PAYMENT,1,15000.0
pay_0553,merch_102,cust_1138,4999,INR,wallet,temporary_network_error,FAILED,3,0.53,48,0,1,RETRY_PAYMENT,0,0.0
pay_0554,merch_102,cust_1198,1499,INR,netbanking,limit_exceeded,FAILED,1,0.66,138,1,1,SEND_REMINDER,1,1499.0
pay_0555,merch_105,cust_1127,25000,INR,card,timeout,FAILED,1,0.37,165,1,1,RETRY_PAYMENT,1,25000.0
pay_0556,merch_104,cust_1168,499,INR,upi,insufficient_funds,FAILED,1,0.84,52,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0557,merch_100,cust_1008,9999,INR,wallet,timeout,FAILED,2,0.7,66,0,1,RETRY_PAYMENT,1,9999.0
pay_0558,merch_104,cust_1183,499,INR,upi,insufficient_funds,FAILED,3,0.52,21,1,0,STOP,0,0.0
pay_0559,merch_105,cust_1015,4999,INR,wallet,authentication_failure,FAILED,3,0.15,158,1,0,STOP,0,0.0
pay_0560,merch_104,cust_1010,499,INR,netbanking,temporary_network_error,FAILED,1,0.92,25,0,1,RETRY_PAYMENT,1,499.0
pay_0561,merch_104,cust_1098,1499,INR,card,timeout,FAILED,3,0.31,161,0,1,RETRY_PAYMENT,0,0.0
pay_0562,merch_104,cust_1106,499,INR,netbanking,limit_exceeded,FAILED,2,0.7,110,0,1,SEND_REMINDER,1,499.0
pay_0563,merch_101,cust_1140,9999,INR,netbanking,limit_exceeded,FAILED,1,0.55,154,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0564,merch_102,cust_1140,4999,INR,netbanking,bank_declined,FAILED,3,0.47,83,0,0,STOP,0,0.0
pay_0565,merch_104,cust_1139,1499,INR,wallet,timeout,FAILED,3,0.32,116,1,1,RETRY_PAYMENT,0,0.0
pay_0566,merch_100,cust_1185,199,INR,netbanking,timeout,FAILED,1,0.54,78,0,1,RETRY_PAYMENT,1,199.0
pay_0567,merch_101,cust_1054,4999,INR,upi,limit_exceeded,FAILED,1,0.88,131,0,1,SEND_REMINDER,1,4999.0
pay_0568,merch_103,cust_1091,999,INR,card,authentication_failure,FAILED,1,0.86,64,0,1,SEND_REMINDER,1,999.0
pay_0569,merch_102,cust_1023,9999,INR,card,limit_exceeded,FAILED,1,0.72,124,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0570,merch_105,cust_1179,499,INR,netbanking,temporary_network_error,FAILED,3,0.79,98,0,1,RETRY_PAYMENT,0,0.0
pay_0571,merch_102,cust_1089,9999,INR,wallet,temporary_network_error,FAILED,1,0.74,155,0,1,RETRY_PAYMENT,1,9999.0
pay_0572,merch_105,cust_1097,199,INR,netbanking,timeout,FAILED,1,0.37,145,0,1,RETRY_PAYMENT,1,199.0
pay_0573,merch_105,cust_1056,999,INR,upi,limit_exceeded,FAILED,3,0.95,115,0,0,STOP,0,0.0
pay_0574,merch_101,cust_1110,2999,INR,wallet,insufficient_funds,FAILED,1,0.39,122,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0575,merch_102,cust_1021,9999,INR,wallet,limit_exceeded,FAILED,1,0.75,124,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0576,merch_105,cust_1146,1499,INR,card,insufficient_funds,FAILED,1,0.33,111,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0577,merch_104,cust_1022,499,INR,wallet,bank_declined,FAILED,1,0.4,83,1,1,SEND_REMINDER,0,0.0
pay_0578,merch_100,cust_1197,2999,INR,card,authentication_failure,FAILED,2,0.8,114,0,1,SEND_REMINDER,1,2999.0
pay_0579,merch_101,cust_1051,4999,INR,card,limit_exceeded,FAILED,1,0.2,14,0,1,SEND_REMINDER,0,0.0
pay_0580,merch_101,cust_1073,199,INR,netbanking,limit_exceeded,FAILED,1,0.36,121,0,1,SEND_REMINDER,0,0.0
pay_0581,merch_105,cust_1137,1499,INR,card,timeout,FAILED,2,0.74,141,1,1,RETRY_PAYMENT,1,1499.0
pay_0582,merch_101,cust_1177,199,INR,wallet,timeout,FAILED,3,0.55,66,0,1,RETRY_PAYMENT,1,199.0
pay_0583,merch_101,cust_1178,2999,INR,upi,bank_declined,FAILED,3,0.9,18,1,1,SEND_REMINDER,0,0.0
pay_0584,merch_105,cust_1168,4999,INR,upi,temporary_network_error,FAILED,1,0.84,167,1,1,RETRY_PAYMENT,1,4999.0
pay_0585,merch_103,cust_1130,499,INR,netbanking,bank_declined,FAILED,2,0.55,48,0,1,SEND_REMINDER,0,0.0
pay_0586,merch_103,cust_1143,199,INR,upi,insufficient_funds,FAILED,2,0.36,126,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0587,merch_100,cust_1088,4999,INR,netbanking,limit_exceeded,FAILED,1,0.3,129,1,1,SEND_REMINDER,0,0.0
pay_0588,merch_105,cust_1065,9999,INR,upi,timeout,FAILED,1,0.29,88,1,1,RETRY_PAYMENT,1,9999.0
pay_0589,merch_100,cust_1186,9999,INR,card,bank_declined,FAILED,1,0.59,110,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0590,merch_102,cust_1114,25000,INR,card,insufficient_funds,FAILED,3,0.22,139,0,0,STOP,0,0.0
pay_0591,merch_101,cust_1079,25000,INR,card,bank_declined,FAILED,1,0.66,145,0,1,SEND_PAYMENT_LINK,1,25000.0
pay_0592,merch_104,cust_1136,499,INR,card,authentication_failure,FAILED,1,0.72,82,1,1,SEND_REMINDER,0,0.0
pay_0593,merch_102,cust_1113,2999,INR,card,insufficient_funds,FAILED,1,0.21,7,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0594,merch_104,cust_1059,1499,INR,card,limit_exceeded,FAILED,1,0.41,177,1,1,SEND_REMINDER,1,1499.0
pay_0595,merch_104,cust_1120,4999,INR,card,bank_declined,FAILED,2,0.5,42,0,1,SEND_REMINDER,1,4999.0
pay_0596,merch_103,cust_1195,199,INR,netbanking,bank_declined,FAILED,1,0.73,52,0,1,SEND_REMINDER,1,199.0
pay_0597,merch_103,cust_1157,15000,INR,netbanking,bank_declined,FAILED,1,0.46,11,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0598,merch_103,cust_1156,25000,INR,upi,timeout,FAILED,1,0.48,11,0,1,RETRY_PAYMENT,1,25000.0
pay_0599,merch_103,cust_1188,199,INR,wallet,timeout,FAILED,3,0.92,49,1,1,RETRY_PAYMENT,1,199.0
pay_0600,merch_102,cust_1198,2999,INR,wallet,insufficient_funds,FAILED,2,0.35,14,0,1,SEND_PAYMENT_LINK,0,0.0
pay_0601,merch_105,cust_1115,499,INR,upi,insufficient_funds,FAILED,2,0.9,179,0,1,SEND_PAYMENT_LINK,1,499.0
pay_0602,merch_102,cust_1115,199,INR,card,bank_declined,FAILED,2,0.86,52,1,1,SEND_REMINDER,1,199.0
pay_0603,merch_102,cust_1177,999,INR,upi,temporary_network_error,FAILED,1,0.7,163,1,1,RETRY_PAYMENT,1,999.0
pay_0604,merch_105,cust_1098,25000,INR,card,bank_declined,FAILED,2,0.42,44,1,1,SEND_PAYMENT_LINK,0,0.0
pay_0605,merch_105,cust_1038,999,INR,card,insufficient_funds,FAILED,3,0.14,79,1,0,STOP,0,0.0
pay_0606,merch_105,cust_1196,15000,INR,netbanking,limit_exceeded,FAILED,1,0.2,34,0,1,SEND_PAYMENT_LINK,1,15000.0
pay_0607,merch_102,cust_1003,15000,INR,wallet,bank_declined,FAILED,2,0.79,156,1,1,SEND_PAYMENT_LINK,1,15000.0
pay_0608,merch_104,cust_1168,15000,INR,wallet,bank_declined,FAILED,2,0.17,154,0,1,SEND_PAYMENT_LINK,1,15000.0
pay_0609,merch_104,cust_1071,25000,INR,card,temporary_network_error,FAILED,1,0.23,168,1,1,RETRY_PAYMENT,1,25000.0
pay_0610,merch_100,cust_1170,2999,INR,netbanking,temporary_network_error,FAILED,1,0.19,46,0,1,RETRY_PAYMENT,1,2999.0
pay_0611,merch_104,cust_1169,25000,INR,card,bank_declined,FAILED,3,0.59,10,0,0,STOP,0,0.0
pay_0612,merch_102,cust_1082,4999,INR,wallet,temporary_network_error,FAILED,2,0.82,17,1,1,RETRY_PAYMENT,1,4999.0
